char	index	unicode	strokes	sequence
佤	3605	U+4F64	6	3;2;1;5;5;4
仲	0465	U+4EF2	6	3;2;2;5;1;2
伣	6538	U+4F23	6	3;2;2;5;3;5
仵	3606	U+4EF5	6	3;2;3;1;1;2
件	0466	U+4EF6	6	3;2;3;1;1;2
任	0467	U+4EFB	6	3;2;3;1;2;1
伤	0468	U+4F24	6	3;2;3;1;5;3
伥	3607	U+4F25	6	3;2;3;1;5;4
价	0469	U+4EF7	6	3;2;3;4;3;2
伦	0470	U+4F26	6	3;2;3;4;3;5
份	0471	U+4EFD	6	3;2;3;4;5;3
伧	3608	U+4F27	6	3;2;3;4;5;5
华	0472	U+534E	6	3;2;3;5;1;2
仰	0473	U+4EF0	6	3;2;3;5;5;2
伉	3609	U+4F09	6	3;2;4;1;3;5
仿	0474	U+4EFF	6	3;2;4;1;5;3
伙	0475	U+4F19	6	3;2;4;3;3;4
伪	0476	U+4F2A	6	3;2;4;3;5;4
伫	3610	U+4F2B	6	3;2;4;4;5;1
伈	6539	U+4F08	6	3;2;4;5;4;4
自	0477	U+81EA	6	3;2;5;1;1;1
伊	0478	U+4F0A	6	3;2;5;1;1;3
癿	6540	U+767F	6	3;2;5;1;1;5
血	0479	U+8840	6	3;2;5;2;2;1
向	0480	U+5411	6	3;2;5;2;5;1
囟	3611	U+56DF	6	3;2;5;3;4;1
似	0481	U+4F3C	6	3;2;5;4;3;4
后	0482	U+540E	6	3;3;1;2;5;1
行	0483	U+884C	6	3;3;2;1;1;2
甪	6541	U+752A	6	3;3;5;1;1;2
舟	0484	U+821F	6	3;3;5;4;1;4
全	0485	U+5168	6	3;4;1;1;2;1
会	0486	U+4F1A	6	3;4;1;1;5;4
杀	0487	U+6740	6	3;4;1;2;3;4
合	0488	U+5408	6	3;4;1;2;5;1
兆	0489	U+5146	6	3;4;1;5;3;4
企	0490	U+4F01	6	3;4;2;1;2;1
汆	3612	U+6C46	6	3;4;2;5;3;4
众	0491	U+4F17	6	3;4;3;4;3;4
爷	0492	U+7237	6	3;4;3;4;5;2
伞	0493	U+4F1E	6	3;4;4;3;1;2
邠	6542	U+90A0	6	3;4;5;3;5;2
创	0494	U+521B	6	3;4;5;5;2;2
刖	3613	U+5216	6	3;5;1;1;2;2
肌	0495	U+808C	6	3;5;1;1;3;5
肋	0496	U+808B	6	3;5;1;1;5;3
朵	0497	U+6735	6	3;5;1;2;3;4
杂	0498	U+6742	6	3;5;1;2;3;4
夙	3614	U+5919	6	3;5;1;3;5;4
危	0499	U+5371	6	3;5;1;3;5;5
旬	0500	U+65EC	6	3;5;2;5;1;1
旨	0501	U+65E8	6	3;5;2;5;1;1
旮	3615	U+65EE	6	3;5;2;5;1;1
旭	0502	U+65ED	6	3;5;2;5;1;1
负	0503	U+8D1F	6	3;5;2;5;3;4
犴	6543	U+72B4	6	3;5;3;1;1;2
刎	3616	U+520E	6	3;5;3;3;2;2
犷	3617	U+72B7	6	3;5;3;4;1;3
匈	0504	U+5308	6	3;5;3;4;5;2
犸	3618	U+72B8	6	3;5;3;5;5;1
舛	3619	U+821B	6	3;5;4;1;5;2
名	0505	U+540D	6	3;5;4;2;5;1
各	0506	U+5404	6	3;5;4;2;5;1
多	0507	U+591A	6	3;5;4;3;5;4
凫	3620	U+51EB	6	3;5;4;5;3;5
争	0508	U+4E89	6	3;5;5;1;1;2
邬	3621	U+90AC	6	3;5;5;1;5;2
色	0509	U+8272	6	3;5;5;2;1;5
饧	3622	U+9967	6	3;5;5;5;3;3
冱	6544	U+51B1	6	4;1;1;5;5;1
壮	0510	U+58EE	6	4;1;2;1;2;1
冲	0511	U+51B2	6	4;1;2;5;1;2
妆	0512	U+5986	6	4;1;2;5;3;1
冰	0513	U+51B0	6	4;1;2;5;3;4
庄	0514	U+5E84	6	4;1;3;1;2;1
庆	0515	U+5E86	6	4;1;3;1;3;4
亦	0516	U+4EA6	6	4;1;3;2;3;4
刘	0517	U+5218	6	4;1;3;4;2;2
齐	0518	U+9F50	6	4;1;3;4;3;2
交	0519	U+4EA4	6	4;1;3;4;3;4
衣	0520	U+8863	6	4;1;3;5;3;4
次	0521	U+6B21	6	4;1;3;5;3;4
产	0522	U+4EA7	6	4;1;4;3;1;3
决	0523	U+51B3	6	4;1;5;1;3;4
亥	0524	U+4EA5	6	4;1;5;3;3;4
邡	6545	U+90A1	6	4;1;5;3;5;2
充	0525	U+5145	6	4;1;5;4;3;5
妄	0526	U+5984	6	4;1;5;5;3;1
闫	6546	U+95EB	6	4;2;5;1;1;1
闭	0527	U+95ED	6	4;2;5;1;2;3
问	0528	U+95EE	6	4;2;5;2;5;1
闯	0529	U+95EF	6	4;2;5;5;5;1
羊	0530	U+7F8A	6	4;3;1;1;1;2
并	0531	U+5E76	6	4;3;1;1;3;2
关	0532	U+5173	6	4;3;1;1;3;4
米	0533	U+7C73	6	4;3;1;2;3;4
灯	0534	U+706F	6	4;3;3;4;1;2
州	0535	U+5DDE	6	4;3;4;2;4;2
汗	0536	U+6C57	6	4;4;1;1;1;2
污	0537	U+6C61	6	4;4;1;1;1;5
江	0538	U+6C5F	6	4;4;1;1;2;1
𬇕	6547	U+2C1D5	6	4;4;1;1;5;3
汕	3623	U+6C55	6	4;4;1;2;5;2
汔	3624	U+6C54	6	4;4;1;3;1;5
汐	3625	U+6C50	6	4;4;1;3;5;4
汋	6548	U+6C4B	6	4;4;1;3;5;4
汲	3626	U+6C72	6	4;4;1;3;5;4
汛	0539	U+6C5B	6	4;4;1;5;1;2
汜	3627	U+6C5C	6	4;4;1;5;1;5
池	0540	U+6C60	6	4;4;1;5;2;5
汝	0541	U+6C5D	6	4;4;1;5;3;1
汤	0542	U+6C64	6	4;4;1;5;3;3
汊	3628	U+6C4A	6	4;4;1;5;4;4
忖	3629	U+5FD6	6	4;4;2;1;2;4
忏	3630	U+5FCF	6	4;4;2;3;1;2
忙	0543	U+5FD9	6	4;4;2;4;1;5
兴	0544	U+5174	6	4;4;3;1;3;4
宇	0545	U+5B87	6	4;4;5;1;1;2
守	0546	U+5B88	6	4;4;5;1;2;4
宅	0547	U+5B85	6	4;4;5;3;1;5
字	0548	U+5B57	6	4;4;5;5;2;1
安	0549	U+5B89	6	4;4;5;5;3;1
讲	0550	U+8BB2	6	4;5;1;1;3;2
讳	0551	U+8BB3	6	4;5;1;1;5;2
讴	3631	U+8BB4	6	4;5;1;3;4;5
军	0552	U+519B	6	4;5;1;5;1;2
讵	3632	U+8BB5	6	4;5;1;5;1;5
讶	0553	U+8BB6	6	4;5;1;5;2;3
祁	3633	U+7941	6	4;5;2;4;5;2
讷	3634	U+8BB7	6	4;5;2;5;3;4
许	0554	U+8BB8	6	4;5;3;1;1;2
讹	0555	U+8BB9	6	4;5;3;2;3;5
䜣	6549	U+4723	6	4;5;3;3;1;2
论	0556	U+8BBA	6	4;5;3;4;3;5
讻	6550	U+8BBB	6	4;5;3;4;5;2
讼	0557	U+8BBC	6	4;5;3;4;5;4
农	0558	U+519C	6	4;5;3;5;3;4
讽	0559	U+8BBD	6	4;5;3;5;3;4
设	0560	U+8BBE	6	4;5;3;5;5;4
访	0561	U+8BBF	6	4;5;4;1;5;3
𬣞	6551	U+2C8DE	6	4;5;4;4;5;1
诀	0562	U+8BC0	6	4;5;5;1;3;4
聿	3635	U+807F	6	5;1;1;1;1;2
寻	0563	U+5BFB	6	5;1;1;1;2;4
那	0564	U+90A3	6	5;1;1;3;5;2
艮	3636	U+826E	6	5;1;1;5;3;4
厾	3637	U+53BE	6	5;1;2;1;5;4
迅	0565	U+8FC5	6	5;1;2;4;5;4
尽	0566	U+5C3D	6	5;1;3;4;4;4
导	0567	U+5BFC	6	5;1;5;1;2;4
异	0568	U+5F02	6	5;1;5;1;3;2
弛	0569	U+5F1B	6	5;1;5;5;2;5
阱	3638	U+9631	6	5;2;1;1;3;2
阮	3639	U+962E	6	5;2;1;1;3;5
孙	0570	U+5B59	6	5;2;1;2;3;4
阵	0571	U+9635	6	5;2;1;5;1;2
孖	6552	U+5B56	6	5;2;1;5;2;1
阳	0572	U+9633	6	5;2;2;5;1;1
收	0573	U+6536	6	5;2;3;1;3;4
阪	3640	U+962A	6	5;2;3;3;5;4
阶	0574	U+9636	6	5;2;3;4;3;2
阴	0575	U+9634	6	5;2;3;5;1;1
防	0576	U+9632	6	5;2;4;1;5;3
丞	3641	U+4E1E	6	5;2;5;3;4;1
奸	0577	U+5978	6	5;3;1;1;1;2
如	0578	U+5982	6	5;3;1;2;5;1
妁	3642	U+5981	6	5;3;1;3;5;4
妇	0579	U+5987	6	5;3;1;5;1;1
妃	0580	U+5983	6	5;3;1;5;1;5
好	0581	U+597D	6	5;3;1;5;2;1
她	0582	U+5979	6	5;3;1;5;2;5
妈	0583	U+5988	6	5;3;1;5;5;1
戏	0584	U+620F	6	5;4;1;5;3;4
羽	0585	U+7FBD	6	5;4;1;5;4;1
观	0586	U+89C2	6	5;4;2;5;3;5
牟	3643	U+725F	6	5;4;3;1;1;2
欢	0587	U+6B22	6	5;4;3;5;3;4
买	0588	U+4E70	6	5;4;4;1;3;4
纡	3644	U+7EA1	6	5;5;1;1;1;2
红	0589	U+7EA2	6	5;5;1;1;2;1
纣	3645	U+7EA3	6	5;5;1;1;2;4
驮	0590	U+9A6E	6	5;5;1;1;3;4
纤	0591	U+7EA4	6	5;5;1;3;1;2
纥	3646	U+7EA5	6	5;5;1;3;1;5
驯	0592	U+9A6F	6	5;5;1;3;2;2
𬘓	6553	U+2C613	6	5;5;1;3;2;2
约	0593	U+7EA6	6	5;5;1;3;5;4
纨	3647	U+7EA8	6	5;5;1;3;5;4
级	0594	U+7EA7	6	5;5;1;3;5;4
纩	6554	U+7EA9	6	5;5;1;4;1;3
纪	0595	U+7EAA	6	5;5;1;5;1;5
驰	0596	U+9A70	6	5;5;1;5;2;5
纫	0597	U+7EAB	6	5;5;1;5;3;4
巡	0598	U+5DE1	6	5;5;5;4;5;4
寿	0599	U+5BFF	7	1;1;1;3;1;2;4
玕	3648	U+7395	7	1;1;2;1;1;1;2
玒	6555	U+7392	7	1;1;2;1;1;2;1
弄	0600	U+5F04	7	1;1;2;1;1;3;2
玙	3649	U+7399	7	1;1;2;1;1;5;1
麦	0601	U+9EA6	7	1;1;2;1;3;5;4
玖	0602	U+7396	7	1;1;2;1;3;5;4
玓	6556	U+7393	7	1;1;2;1;3;5;4
玘	6557	U+7398	7	1;1;2;1;5;1;5
玚	6558	U+739A	7	1;1;2;1;5;3;3
玛	0603	U+739B	7	1;1;2;1;5;5;1
形	0604	U+5F62	7	1;1;3;2;3;3;3
进	0605	U+8FDB	7	1;1;3;2;4;5;4
戒	0606	U+6212	7	1;1;3;2;5;3;4
吞	0607	U+541E	7	1;1;3;4;2;5;1
远	0608	U+8FDC	7	1;1;3;5;4;5;4
违	0609	U+8FDD	7	1;1;5;2;4;5;4
韧	0610	U+97E7	7	1;1;5;2;5;3;4
刬	6559	U+522C	7	1;1;5;3;4;2;2
运	0611	U+8FD0	7	1;1;5;4;4;5;4
扶	0612	U+6276	7	1;2;1;1;1;3;4
抚	0613	U+629A	7	1;2;1;1;1;3;5
坛	0614	U+575B	7	1;2;1;1;1;5;4
抟	3650	U+629F	7	1;2;1;1;1;5;4
技	0615	U+6280	7	1;2;1;1;2;5;4
坏	0616	U+574F	7	1;2;1;1;3;2;4
抔	3651	U+6294	7	1;2;1;1;3;2;4
𫭟	6560	U+2BB5F	7	1;2;1;1;3;4;5
抠	0617	U+62A0	7	1;2;1;1;3;4;5
坜	6561	U+575C	7	1;2;1;1;3;5;3
扰	0618	U+6270	7	1;2;1;1;3;5;4
扼	0619	U+627C	7	1;2;1;1;3;5;5
拒	0620	U+62D2	7	1;2;1;1;5;1;5
坉	6562	U+5749	7	1;2;1;1;5;2;5
扽	6563	U+627D	7	1;2;1;1;5;2;5
找	0621	U+627E	7	1;2;1;1;5;3;4
批	0622	U+6279	7	1;2;1;1;5;3;5
址	0623	U+5740	7	1;2;1;2;1;2;1
扯	0624	U+626F	7	1;2;1;2;1;2;1
走	0625	U+8D70	7	1;2;1;2;1;3;4
抄	0626	U+6284	7	1;2;1;2;3;4;3
贡	0627	U+8D21	7	1;2;1;2;5;3;4
汞	0628	U+6C5E	7	1;2;1;2;5;3;4
坝	0629	U+575D	7	1;2;1;2;5;3;4
攻	0630	U+653B	7	1;2;1;3;1;3;4
赤	0631	U+8D64	7	1;2;1;3;2;3;4
圻	3652	U+573B	7	1;2;1;3;3;1;2
折	0632	U+6298	7	1;2;1;3;3;1;2
抓	0633	U+6293	7	1;2;1;3;3;2;4
坂	3653	U+5742	7	1;2;1;3;3;5;4
扳	0634	U+6273	7	1;2;1;3;3;5;4
𫭢	6564	U+2BB62	7	1;2;1;3;4;3;5
抡	0635	U+62A1	7	1;2;1;3;4;3;5
坋	6565	U+574B	7	1;2;1;3;4;5;3
扮	0636	U+626E	7	1;2;1;3;4;5;3
抢	0637	U+62A2	7	1;2;1;3;4;5;5
扺	6566	U+627A	7	1;2;1;3;5;1;5
孝	0638	U+5B5D	7	1;2;1;3;5;2;1
坎	0639	U+574E	7	1;2;1;3;5;3;4
坍	3654	U+574D	7	1;2;1;3;5;4;1
均	0640	U+5747	7	1;2;1;3;5;4;1
坞	3655	U+575E	7	1;2;1;3;5;5;1
抑	0641	U+6291	7	1;2;1;3;5;5;2
抛	0642	U+629B	7	1;2;1;3;5;5;3
投	0643	U+6295	7	1;2;1;3;5;5;4
抃	3656	U+6283	7	1;2;1;4;1;2;4
坟	0644	U+575F	7	1;2;1;4;1;3;4
坑	0645	U+5751	7	1;2;1;4;1;3;5
抗	0646	U+6297	7	1;2;1;4;1;3;5
坊	0647	U+574A	7	1;2;1;4;1;5;3
㧑	6567	U+39D1	7	1;2;1;4;3;5;4
抖	0648	U+6296	7	1;2;1;4;4;1;2
护	0649	U+62A4	7	1;2;1;4;5;1;3
壳	0650	U+58F3	7	1;2;1;4;5;3;5
志	0651	U+5FD7	7	1;2;1;4;5;4;4
块	0652	U+5757	7	1;2;1;5;1;3;4
抉	3657	U+6289	7	1;2;1;5;1;3;4
扭	0653	U+626D	7	1;2;1;5;2;1;1
声	0654	U+58F0	7	1;2;1;5;2;1;3
把	0655	U+628A	7	1;2;1;5;2;1;5
报	0656	U+62A5	7	1;2;1;5;2;5;4
拟	0657	U+62DF	7	1;2;1;5;4;3;4
却	0658	U+5374	7	1;2;1;5;4;5;2
抒	0659	U+6292	7	1;2;1;5;4;5;2
劫	0660	U+52AB	7	1;2;1;5;4;5;3
㧐	3658	U+39D0	7	1;2;1;5;4;5;4
毐	6568	U+6BD0	7	1;2;1;5;5;3;1
芙	0661	U+8299	7	1;2;2;1;1;3;4
芫	3659	U+82AB	7	1;2;2;1;1;3;5
芜	0662	U+829C	7	1;2;2;1;1;3;5
苇	0663	U+82C7	7	1;2;2;1;1;5;2
邯	3660	U+90AF	7	1;2;2;1;1;5;2
芸	3661	U+82B8	7	1;2;2;1;1;5;4
芾	3662	U+82BE	7	1;2;2;1;2;5;2
芰	6569	U+82B0	7	1;2;2;1;2;5;4
芣	6570	U+82A3	7	1;2;2;1;3;2;4
苈	3663	U+82C8	7	1;2;2;1;3;5;3
苊	6571	U+82CA	7	1;2;2;1;3;5;5
苉	6572	U+82C9	7	1;2;2;1;3;5;5
苣	3664	U+82E3	7	1;2;2;1;5;1;5
芽	0664	U+82BD	7	1;2;2;1;5;2;3
芘	6573	U+8298	7	1;2;2;1;5;3;5
芷	3665	U+82B7	7	1;2;2;2;1;2;1
芮	3666	U+82AE	7	1;2;2;2;5;3;4
苋	3667	U+82CB	7	1;2;2;2;5;3;5
芼	3668	U+82BC	7	1;2;2;3;1;1;5
苌	3669	U+82CC	7	1;2;2;3;1;5;4
花	0665	U+82B1	7	1;2;2;3;2;3;5
芹	0666	U+82B9	7	1;2;2;3;3;1;2
芥	0667	U+82A5	7	1;2;2;3;4;3;2
苁	3670	U+82C1	7	1;2;2;3;4;3;4
芩	3671	U+82A9	7	1;2;2;3;4;4;5
芬	0668	U+82AC	7	1;2;2;3;4;5;3
苍	0669	U+82CD	7	1;2;2;3;4;5;5
芪	3672	U+82AA	7	1;2;2;3;5;1;5
芴	6574	U+82B4	7	1;2;2;3;5;3;3
芡	3673	U+82A1	7	1;2;2;3;5;3;4
芟	3674	U+829F	7	1;2;2;3;5;5;4
苄	3675	U+82C4	7	1;2;2;4;1;2;4
芠	6575	U+82A0	7	1;2;2;4;1;3;4
芳	0670	U+82B3	7	1;2;2;4;1;5;3
严	0671	U+4E25	7	1;2;2;4;3;1;3
𫇭	6576	U+2B1ED	7	1;2;2;4;3;5;4
苎	3676	U+82CE	7	1;2;2;4;4;5;1
芦	0672	U+82A6	7	1;2;2;4;5;1;3
芯	0673	U+82AF	7	1;2;2;4;5;4;4
劳	0674	U+52B3	7	1;2;2;4;5;5;3
克	0675	U+514B	7	1;2;2;5;1;3;5
芭	0676	U+82AD	7	1;2;2;5;2;1;5
芤	6577	U+82A4	7	1;2;2;5;2;1;5
苏	0677	U+82CF	7	1;2;2;5;3;4;4
苡	3677	U+82E1	7	1;2;2;5;4;3;4
杆	0678	U+6746	7	1;2;3;4;1;1;2
杠	0679	U+6760	7	1;2;3;4;1;2;1
杜	0680	U+675C	7	1;2;3;4;1;2;1
材	0681	U+6750	7	1;2;3;4;1;2;3
村	0682	U+6751	7	1;2;3;4;1;2;4
杕	6578	U+6755	7	1;2;3;4;1;3;4
杖	0683	U+6756	7	1;2;3;4;1;3;4
杌	3678	U+674C	7	1;2;3;4;1;3;5
杙	6579	U+6759	7	1;2;3;4;1;5;4
杏	0684	U+674F	7	1;2;3;4;2;5;1
杄	6580	U+6744	7	1;2;3;4;3;1;2
杉	0685	U+6749	7	1;2;3;4;3;3;3
巫	0686	U+5DEB	7	1;2;3;4;3;4;1
杓	3679	U+6753	7	1;2;3;4;3;5;4
极	0687	U+6781	7	1;2;3;4;3;5;4
杧	6581	U+6767	7	1;2;3;4;4;1;5
杞	3680	U+675E	7	1;2;3;4;5;1;5
李	0688	U+674E	7	1;2;3;4;5;2;1
杨	0689	U+6768	7	1;2;3;4;5;3;3
杈	3681	U+6748	7	1;2;3;4;5;4;4
杩	6582	U+6769	7	1;2;3;4;5;5;1
求	0690	U+6C42	7	1;2;4;1;3;4;4
忑	3682	U+5FD1	7	1;2;4;4;5;4;4
孛	3683	U+5B5B	7	1;2;4;5;5;2;1
甫	0691	U+752B	7	1;2;5;1;1;2;4
匣	0692	U+5323	7	1;2;5;1;1;2;5
更	0693	U+66F4	7	1;2;5;1;1;3;4
束	0694	U+675F	7	1;2;5;1;2;3;4
吾	0695	U+543E	7	1;2;5;1;2;5;1
豆	0696	U+8C46	7	1;2;5;1;4;3;1
两	0697	U+4E24	7	1;2;5;3;4;3;4
邴	3684	U+90B4	7	1;2;5;3;4;5;2
酉	0698	U+9149	7	1;2;5;3;5;1;1
丽	0699	U+4E3D	7	1;2;5;4;2;5;4
医	0700	U+533B	7	1;3;1;1;3;4;5
辰	0701	U+8FB0	7	1;3;1;1;5;3;4
励	0702	U+52B1	7	1;3;1;5;3;5;3
邳	3685	U+90B3	7	1;3;2;4;1;5;2
否	0703	U+5426	7	1;3;2;4;2;5;1
还	0704	U+8FD8	7	1;3;2;4;4;5;4
矶	3686	U+77F6	7	1;3;2;5;1;3;5
奁	3687	U+5941	7	1;3;4;1;3;4;5
尪	6583	U+5C2A	7	1;3;5;1;1;2;1
豕	3688	U+8C55	7	1;3;5;3;3;3;4
尨	6584	U+5C28	7	1;3;5;3;3;3;4
尬	0705	U+5C2C	7	1;3;5;3;4;3;2
歼	0706	U+6B7C	7	1;3;5;4;3;1;2
来	0707	U+6765	7	1;4;3;1;2;3;4
忒	3689	U+5FD2	7	1;4;5;4;4;5;4
连	0708	U+8FDE	7	1;5;1;2;4;5;4
欤	3690	U+6B24	7	1;5;1;3;5;3;4
轩	0709	U+8F69	7	1;5;2;1;1;1;2
轪	6585	U+8F6A	7	1;5;2;1;1;3;4
𫐄	6586	U+2B404	7	1;5;2;1;1;3;5
轫	3691	U+8F6B	7	1;5;2;1;5;3;4
迓	3692	U+8FD3	7	1;5;2;3;4;5;4
坒	6587	U+5752	7	1;5;3;5;1;2;1
邶	3693	U+90B6	7	2;1;1;1;5;5;2
忐	3694	U+5FD0	7	2;1;1;4;5;4;4
芈	6588	U+8288	7	2;1;2;1;1;1;2
步	0710	U+6B65	7	2;1;2;1;2;3;3
卤	0711	U+5364	7	2;1;2;5;3;4;1
卣	3695	U+5363	7	2;1;2;5;5;1;1
邺	3696	U+90BA	7	2;2;4;3;1;5;2
坚	0712	U+575A	7	2;2;5;4;1;2;1
肖	0713	U+8096	7	2;4;3;2;5;1;1
旰	3697	U+65F0	7	2;5;1;1;1;1;2
旱	0714	U+65F1	7	2;5;1;1;1;1;2
旴	6589	U+65F4	7	2;5;1;1;1;1;2
盯	0715	U+76EF	7	2;5;1;1;1;1;2
呈	0716	U+5448	7	2;5;1;1;1;2;1
时	0717	U+65F6	7	2;5;1;1;1;2;4
吴	0718	U+5434	7	2;5;1;1;1;3;4
呋	3698	U+544B	7	2;5;1;1;1;3;4
呒	3699	U+5452	7	2;5;1;1;1;3;5
助	0719	U+52A9	7	2;5;1;1;1;5;3
县	0720	U+53BF	7	2;5;1;1;1;5;4
里	0721	U+91CC	7	2;5;1;1;2;1;1
呓	3700	U+5453	7	2;5;1;1;2;2;5
呆	0722	U+5446	7	2;5;1;1;2;3;4
旵	6590	U+65F5	7	2;5;1;1;2;5;2
吱	0723	U+5431	7	2;5;1;1;2;5;4
吠	0724	U+5420	7	2;5;1;1;3;4;4
呔	3701	U+5454	7	2;5;1;1;3;4;4
呕	0725	U+5455	7	2;5;1;1;3;4;5
园	0726	U+56ED	7	2;5;1;1;3;5;1
呖	3702	U+5456	7	2;5;1;1;3;5;3
呃	3703	U+5443	7	2;5;1;1;3;5;5
旷	0727	U+65F7	7	2;5;1;1;4;1;3
围	0728	U+56F4	7	2;5;1;1;5;2;1
呀	0729	U+5440	7	2;5;1;1;5;2;3
吨	0730	U+5428	7	2;5;1;1;5;2;5
旸	3704	U+65F8	7	2;5;1;1;5;3;3
吡	3705	U+5421	7	2;5;1;1;5;3;5
町	3706	U+753A	7	2;5;1;2;1;1;2
足	0731	U+8DB3	7	2;5;1;2;1;3;4
虬	3707	U+866C	7	2;5;1;2;1;4;5
邮	0732	U+90AE	7	2;5;1;2;1;5;2
男	0733	U+7537	7	2;5;1;2;1;5;3
困	0734	U+56F0	7	2;5;1;2;3;4;1
吵	0735	U+5435	7	2;5;1;2;3;4;3
串	0736	U+4E32	7	2;5;1;2;5;1;2
呗	3708	U+5457	7	2;5;1;2;5;3;4
员	0737	U+5458	7	2;5;1;2;5;3;4
呐	0738	U+5450	7	2;5;1;2;5;3;4
呙	6591	U+5459	7	2;5;1;2;5;3;4
吽	3709	U+543D	7	2;5;1;3;1;1;2
听	0739	U+542C	7	2;5;1;3;3;1;2
㕮	6592	U+356E	7	2;5;1;3;4;3;4
吟	0740	U+541F	7	2;5;1;3;4;4;5
吩	0741	U+5429	7	2;5;1;3;4;5;3
呛	0742	U+545B	7	2;5;1;3;4;5;5
吻	0743	U+543B	7	2;5;1;3;5;3;3
吹	0744	U+5439	7	2;5;1;3;5;3;4
呜	0745	U+545C	7	2;5;1;3;5;5;1
吭	0746	U+542D	7	2;5;1;4;1;3;5
吣	3710	U+5423	7	2;5;1;4;5;4;4
吲	3711	U+5432	7	2;5;1;5;1;5;2
吧	0747	U+5427	7	2;5;1;5;2;1;5
邑	0748	U+9091	7	2;5;1;5;2;1;5
吼	0749	U+543C	7	2;5;1;5;2;1;5
囤	0750	U+56E4	7	2;5;1;5;2;5;1
别	0751	U+522B	7	2;5;1;5;3;2;2
吮	0752	U+542E	7	2;5;1;5;4;3;5
岍	6593	U+5C8D	7	2;5;2;1;1;3;2
帏	3712	U+5E0F	7	2;5;2;1;1;5;2
岐	3713	U+5C90	7	2;5;2;1;2;5;4
岖	0753	U+5C96	7	2;5;2;1;3;4;5
𫵷	6594	U+2BD77	7	2;5;2;1;3;5;3
岠	6595	U+5CA0	7	2;5;2;1;5;1;5
岈	3714	U+5C88	7	2;5;2;1;5;2;3
岗	0754	U+5C97	7	2;5;2;2;5;3;4
岘	3715	U+5C98	7	2;5;2;2;5;3;5
帐	0755	U+5E10	7	2;5;2;3;1;5;4
岑	3716	U+5C91	7	2;5;2;3;4;4;5
岚	3717	U+5C9A	7	2;5;2;3;5;3;4
兕	3718	U+5155	7	2;5;2;5;1;3;5
岜	6596	U+5C9C	7	2;5;2;5;2;1;5
财	0756	U+8D22	7	2;5;3;4;1;2;3
冏	6598	U+518F	7	2;5;3;4;2;5;1
呇	6597	U+5447	7	2;5;3;4;2;5;1
囵	3719	U+56F5	7	2;5;3;4;3;5;1
囫	3720	U+56EB	7	2;5;3;5;3;3;1
觃	6599	U+89C3	7	2;5;3;5;5;2;1
针	0757	U+9488	7	3;1;1;1;5;1;2
钉	0758	U+9489	7	3;1;1;1;5;1;2
钊	3721	U+948A	7	3;1;1;1;5;2;2
钋	3722	U+948B	7	3;1;1;1;5;2;4
钌	3723	U+948C	7	3;1;1;1;5;5;2
迕	3724	U+8FD5	7	3;1;1;2;4;5;4
氙	3725	U+6C19	7	3;1;1;5;2;5;2
氚	3726	U+6C1A	7	3;1;1;5;3;2;2
牡	0759	U+7261	7	3;1;2;1;1;2;1
告	0760	U+544A	7	3;1;2;1;2;5;1
牤	3727	U+7264	7	3;1;2;1;4;1;5
我	0761	U+6211	7	3;1;2;1;5;3;4
乱	0762	U+4E71	7	3;1;2;2;5;1;5
利	0763	U+5229	7	3;1;2;3;4;2;2
秃	0764	U+79C3	7	3;1;2;3;4;3;5
秀	0765	U+79C0	7	3;1;2;3;4;5;3
私	0766	U+79C1	7	3;1;2;3;4;5;4
岙	6600	U+5C99	7	3;1;3;4;2;5;2
每	0767	U+6BCF	7	3;1;5;5;4;1;4
佞	3728	U+4F5E	7	3;2;1;1;5;3;1
兵	0768	U+5175	7	3;2;1;2;1;3;4
邱	3729	U+90B1	7	3;2;1;2;1;5;2
估	0769	U+4F30	7	3;2;1;2;2;5;1
体	0770	U+4F53	7	3;2;1;2;3;4;1
何	0771	U+4F55	7	3;2;1;2;5;1;2
佐	0772	U+4F50	7	3;2;1;3;1;2;1
伾	6601	U+4F3E	7	3;2;1;3;2;4;1
佑	0773	U+4F51	7	3;2;1;3;2;5;1
攸	3730	U+6538	7	3;2;2;3;1;3;4
但	0774	U+4F46	7	3;2;2;5;1;1;1
伸	0775	U+4F38	7	3;2;2;5;1;1;2
佃	0776	U+4F43	7	3;2;2;5;1;2;1
佚	3731	U+4F5A	7	3;2;3;1;1;3;4
作	0777	U+4F5C	7	3;2;3;1;2;1;1
伯	0778	U+4F2F	7	3;2;3;2;5;1;1
伶	0779	U+4F36	7	3;2;3;4;4;5;4
佣	0780	U+4F63	7	3;2;3;5;1;1;2
低	0781	U+4F4E	7	3;2;3;5;1;5;4
你	0782	U+4F60	7	3;2;3;5;2;3;4
佝	3732	U+4F5D	7	3;2;3;5;2;5;1
佟	3733	U+4F5F	7	3;2;3;5;4;4;4
㑇	6602	U+3447	7	3;2;3;5;5;1;1
住	0783	U+4F4F	7	3;2;4;1;1;2;1
位	0784	U+4F4D	7	3;2;4;1;4;3;1
伭	6603	U+4F2D	7	3;2;4;1;5;5;4
伴	0785	U+4F34	7	3;2;4;3;1;1;2
佗	3734	U+4F57	7	3;2;4;4;5;3;5
佖	6604	U+4F56	7	3;2;4;5;4;3;4
身	0786	U+8EAB	7	3;2;5;1;1;1;3
皂	0787	U+7682	7	3;2;5;1;1;1;5
